 03-08-18,00:00:21,7.486600E-3
 03-08-18,00:01:22,7.487300E-3
 03-08-18,00:02:22,7.465500E-3
 03-08-18,00:03:22,7.484100E-3
 03-08-18,00:04:22,7.476100E-3
 03-08-18,00:05:22,7.479200E-3
 03-08-18,00:06:22,7.496900E-3
 03-08-18,00:07:22,7.479800E-3
 03-08-18,00:08:22,7.470700E-3
 03-08-18,00:09:23,7.447500E-3
 03-08-18,00:10:23,7.473600E-3
 03-08-18,00:11:23,7.484700E-3
 03-08-18,00:12:23,7.464200E-3
 03-08-18,00:13:23,7.499200E-3
 03-08-18,00:14:24,7.493600E-3
 03-08-18,00:15:24,7.526400E-3
 03-08-18,00:16:24,7.523300E-3
 03-08-18,00:17:24,7.500400E-3
 03-08-18,00:18:24,7.496900E-3
 03-08-18,00:19:25,7.503700E-3
 03-08-18,00:20:25,7.532100E-3
 03-08-18,00:21:25,7.527400E-3
 03-08-18,00:22:25,7.506800E-3
 03-08-18,00:23:26,7.512000E-3
 03-08-18,00:24:26,7.498500E-3
 03-08-18,00:25:26,7.481500E-3
 03-08-18,00:26:26,7.485200E-3
 03-08-18,00:27:26,7.483000E-3
 03-08-18,00:28:26,7.509400E-3
 03-08-18,00:29:26,7.458400E-3
 03-08-18,00:30:26,7.486900E-3
 03-08-18,00:31:26,7.494500E-3
 03-08-18,00:32:27,7.533700E-3
 03-08-18,00:33:27,7.490800E-3
 03-08-18,00:34:27,7.490700E-3
 03-08-18,00:35:27,7.478100E-3
 03-08-18,00:36:27,7.484500E-3
 03-08-18,00:37:27,7.483200E-3
 03-08-18,00:38:27,7.511000E-3
 03-08-18,00:39:28,7.519900E-3
 03-08-18,00:40:28,7.502300E-3
 03-08-18,00:41:28,7.491300E-3
 03-08-18,00:42:28,7.511100E-3
 03-08-18,00:43:29,7.507600E-3
 03-08-18,00:44:29,7.501900E-3
 03-08-18,00:45:29,7.499300E-3
 03-08-18,00:46:29,7.484400E-3
 03-08-18,00:47:29,7.489100E-3
 03-08-18,00:48:30,7.459200E-3
 03-08-18,00:49:30,7.474700E-3
 03-08-18,00:50:30,7.504900E-3
 03-08-18,00:51:30,7.487100E-3
 03-08-18,00:52:30,7.485900E-3
 03-08-18,00:53:30,7.473500E-3
 03-08-18,00:54:31,7.466000E-3
 03-08-18,00:55:31,7.465200E-3
 03-08-18,00:56:31,7.477900E-3
 03-08-18,00:57:31,7.476800E-3
 03-08-18,00:58:31,7.497300E-3
 03-08-18,00:59:31,7.482000E-3
 03-08-18,01:00:32,7.483300E-3
 03-08-18,01:01:32,7.512700E-3
 03-08-18,01:02:32,7.491600E-3
 03-08-18,01:03:32,7.479700E-3
 03-08-18,01:04:32,7.483000E-3
 03-08-18,01:05:32,7.507400E-3
 03-08-18,01:06:33,7.493200E-3
 03-08-18,01:07:33,7.486800E-3
 03-08-18,01:08:33,7.482100E-3
 03-08-18,01:09:33,7.494500E-3
 03-08-18,01:10:33,7.523000E-3
 03-08-18,01:11:34,7.516300E-3
 03-08-18,01:12:34,7.488000E-3
 03-08-18,01:13:34,7.512400E-3
 03-08-18,01:14:34,7.508100E-3
 03-08-18,01:15:34,7.514100E-3
 03-08-18,01:16:35,7.475800E-3
 03-08-18,01:17:35,7.483700E-3
 03-08-18,01:18:35,7.475900E-3
 03-08-18,01:19:35,7.465100E-3
 03-08-18,01:20:36,7.468500E-3
 03-08-18,01:21:36,7.504900E-3
 03-08-18,01:22:36,7.502800E-3
 03-08-18,01:23:36,7.507900E-3
 03-08-18,01:24:36,7.486500E-3
 03-08-18,01:25:37,7.461600E-3
 03-08-18,01:26:37,7.488000E-3
 03-08-18,01:27:37,7.488300E-3
 03-08-18,01:28:37,7.470700E-3
 03-08-18,01:29:37,7.485400E-3
 03-08-18,01:30:38,7.442200E-3
 03-08-18,01:31:38,7.471100E-3
 03-08-18,01:32:38,7.500500E-3
 03-08-18,01:33:38,7.487400E-3
 03-08-18,01:34:39,7.510300E-3
 03-08-18,01:35:39,7.499600E-3
 03-08-18,01:36:39,7.516300E-3
 03-08-18,01:37:39,7.511200E-3
 03-08-18,01:38:39,7.507300E-3
 03-08-18,01:39:39,7.489600E-3
 03-08-18,01:40:39,7.531700E-3
 03-08-18,01:41:40,7.514900E-3
 03-08-18,01:42:40,7.515800E-3
 03-08-18,01:43:40,7.519100E-3
 03-08-18,01:44:40,7.496000E-3
 03-08-18,01:45:40,7.448500E-3
 03-08-18,01:46:40,7.489400E-3
 03-08-18,01:47:41,7.462400E-3
 03-08-18,01:48:41,7.474400E-3
 03-08-18,01:49:41,7.477300E-3
 03-08-18,01:50:41,7.438200E-3
 03-08-18,01:51:41,7.489400E-3
 03-08-18,01:52:42,7.496500E-3
 03-08-18,01:53:42,7.468300E-3
 03-08-18,01:54:42,7.465100E-3
 03-08-18,01:55:42,7.472500E-3
 03-08-18,01:56:42,7.464300E-3
