 03-08-18,00:00:57,0.726416
 03-08-18,00:01:57,0.743105
 03-08-18,00:02:57,0.808343
 03-08-18,00:03:57,0.732484
 03-08-18,00:04:57,0.738553
 03-08-18,00:05:57,0.808343
 03-08-18,00:06:57,0.753725
 03-08-18,00:07:57,0.730967
 03-08-18,00:08:57,0.805309
 03-08-18,00:09:57,0.756759
 03-08-18,00:10:57,0.723381
 03-08-18,00:11:57,0.802274
 03-08-18,00:12:57,0.770414
 03-08-18,00:13:57,0.720347
 03-08-18,00:14:57,0.791654
 03-08-18,00:15:57,0.787103
 03-08-18,00:16:57,0.718830
 03-08-18,00:17:57,0.778000
 03-08-18,00:18:57,0.796206
 03-08-18,00:19:57,0.721864
 03-08-18,00:20:57,0.756759
 03-08-18,00:21:57,0.808343
 03-08-18,00:22:57,0.738553
 03-08-18,00:23:57,0.740070
 03-08-18,00:24:57,0.811377
 03-08-18,00:25:57,0.753725
 03-08-18,00:26:57,0.724899
 03-08-18,00:27:57,0.794688
 03-08-18,00:28:57,0.781034
 03-08-18,00:29:57,0.721864
 03-08-18,00:30:57,0.788620
 03-08-18,00:31:57,0.791654
 03-08-18,00:32:57,0.714278
 03-08-18,00:33:57,0.785585
 03-08-18,00:34:57,0.797723
 03-08-18,00:35:57,0.717313
 03-08-18,00:36:57,0.770414
 03-08-18,00:37:57,0.802274
 03-08-18,00:38:57,0.726416
 03-08-18,00:39:57,0.750690
 03-08-18,00:40:57,0.809860
 03-08-18,00:41:57,0.743105
 03-08-18,00:42:57,0.735519
 03-08-18,00:43:57,0.806826
 03-08-18,00:44:57,0.764345
 03-08-18,00:45:58,0.724899
 03-08-18,00:46:58,0.793171
 03-08-18,00:47:58,0.785585
 03-08-18,00:48:58,0.717313
 03-08-18,00:49:58,0.796206
 03-08-18,00:50:58,0.720347
 03-08-18,00:51:58,0.770414
 03-08-18,00:52:58,0.803791
 03-08-18,00:53:58,0.721864
 03-08-18,00:54:58,0.761311
 03-08-18,00:55:58,0.809860
 03-08-18,00:56:58,0.741587
 03-08-18,00:57:58,0.735519
 03-08-18,00:58:58,0.809860
 03-08-18,00:59:58,0.759793
 03-08-18,01:00:58,0.721864
 03-08-18,01:01:58,0.797723
